motor_id;timestamp;rotacao_rpm;vibracao_mm_s;temperatura_c;corrente_a;falha
1;2026-01-01 15:23:00;1826,44;2,428;69,32;12,85;0
1;2026-01-01 15:24:00;1810,29;2,652;69,29;13,39;0
1;2026-01-01 15:25:00;1817,99;3,387;70,99;14,16;0
1;2026-01-01 15:26:00;1816,24;2,049;70,24;11,88;0
1;2026-01-01 15:27:00;1827,3;3,069;74,77;12,98;0
1;2026-01-01 15:28:00;1845,23;2,251;73,76;12,14;0
1;2026-01-01 15:29:00;1857,28;2,699;75,63;13,4;0
1;2026-01-01 15:30:00;1823,83;2,561;73,87;12,23;0
1;2026-01-01 15:31:00;1830,83;2,275;73,4;12,38;0
1;2026-01-01 15:32:00;1787,32;2,265;75,88;12,44;0
1;2026-01-01 15:33:00;1813,9;2,769;74,05;12,74;0
1;2026-01-01 15:34:00;1839,6;3,057;73,05;12,98;0
1;2026-01-01 15:35:00;1837,74;2,606;76,58;13,08;0
1;2026-01-01 15:36:00;1821,38;2,686;73,17;12,79;0
1;2026-01-01 15:37:00;1838,25;2,887;72,12;11,99;0
1;2026-01-01 15:38:00;1828,36;2,27;70,78;13,23;0
1;2026-01-01 15:39:00;1846,1;2,954;74,64;12,76;0
1;2026-01-01 15:40:00;1823,33;2,986;75,97;13,49;0
1;2026-01-01 15:41:00;1807,2;3,7;72,75;12,36;0
1;2026-01-01 15:42:00;1824,49;2,508;76,15;11,83;0
1;2026-01-01 15:43:00;1742,83;2,475;67,95;12,77;0
1;2026-01-01 15:44:00;1825,67;2,966;72,74;13,57;0
1;2026-01-01 15:45:00;1724,88;2,986;72,78;12,89;0
1;2026-01-01 15:46:00;1773,01;2,444;71,06;12,67;0
1;2026-01-01 15:47:00;1827,39;2,497;78,84;12,27;0
1;2026-01-01 15:48:00;1828,03;2,875;72,71;13,84;0
1;2026-01-01 15:49:00;1787,03;2,327;71,86;12,17;0
1;2026-01-01 15:50:00;1798,29;2,494;72,94;12,35;0
1;2026-01-01 15:51:00;1850,36;2,694;67,87;13,13;0
1;2026-01-01 15:52:00;1803,99;3,057;70,98;11,68;0
1;2026-01-01 15:53:00;1872,17;2,416;75,34;13,55;0
1;2026-01-01 15:54:00;1816,05;1,921;71,31;13,16;0
1;2026-01-01 15:55:00;1826,29;1,892;70,81;13,33;0
1;2026-01-01 15:56:00;1856,52;2,155;76,15;13,12;0
1;2026-01-01 15:57:00;1819,37;2,133;76,23;12,69;0
1;2026-01-01 15:58:00;1791,03;2,596;74,17;12,15;0
1;2026-01-01 15:59:00;1813,35;2,183;71,74;12,71;0
1;2026-01-01 16:00:00;1815,2;2,377;72,28;12,2;0
1;2026-01-01 16:01:00;1781,97;2,349;70,87;13,08;0
1;2026-01-01 16:02:00;1809,7;2,482;70,39;13,27;0
1;2026-01-01 16:03:00;1797,54;3,187;70,27;13,68;0
1;2026-01-01 16:04:00;1839,2;2,923;71,33;13,01;0
1;2026-01-01 16:05:00;1816,96;2,665;70,29;13,34;0
1;2026-01-01 16:06:00;1809,02;2,474;68,97;12,61;0
1;2026-01-01 16:07:00;1813,44;2,485;73,43;12,5;0
1;2026-01-01 16:08:00;1821,67;2,789;73,47;13,07;0
1;2026-01-01 16:09:00;1831,51;2,892;77,13;12,56;0
1;2026-01-01 16:10:00;1791,1;2,295;71,21;12,95;0
1;2026-01-01 16:11:00;1790,05;2,673;73,62;12,15;0
1;2026-01-01 16:12:00;1843,71;1,846;73,66;12,26;0
1;2026-01-01 16:13:00;1805,78;2,743;72,24;13,17;0
1;2026-01-01 16:14:00;1780,67;2,963;74,74;13,32;0
1;2026-01-01 16:15:00;1827,19;2,546;74,82;12,2;0
1;2026-01-01 16:16:00;1827,68;3,385;73,7;13,19;0
1;2026-01-01 16:17:00;1777,83;2,306;72,24;12,47;0
1;2026-01-01 16:18:00;1821,83;2,745;71,99;12,8;0
1;2026-01-01 16:19:00;1834,48;2,644;69,46;13,64;0
1;2026-01-01 16:20:00;1825,45;2,618;70,86;13,27;0
1;2026-01-01 16:21:00;1831,89;2,613;71,32;13,27;0
1;2026-01-01 16:22:00;1780,99;2,701;70,07;13,93;0
1;2026-01-01 16:23:00;1824,37;2,998;73,98;12,37;0
1;2026-01-01 16:24:00;1808,53;3,209;75,87;12,2;0
1;2026-01-01 16:25:00;1804,02;2,657;70,61;12,36;0
1;2026-01-01 16:26:00;1837,86;2,984;73,59;12,64;0
1;2026-01-01 16:27:00;1853,08;2,378;70,29;11,38;0
1;2026-01-01 16:28:00;1860,95;2,965;72,12;12,67;0
1;2026-01-01 16:29:00;1848,96;2,354;71,15;12,46;0
1;2026-01-01 16:30:00;1813,35;3,095;74,38;13,26;0
1;2026-01-01 16:31:00;1824,91;3,543;71,18;13;0
1;2026-01-01 16:32:00;1835,26;2,609;75,41;12,43;0
1;2026-01-01 16:33:00;1819,12;1,781;72,26;13,14;0
1;2026-01-01 16:34:00;1819,36;2,439;71,25;13,22;0
1;2026-01-01 16:35:00;1836,69;3,151;69,75;12,33;0
1;2026-01-01 16:36:00;1814,61;2,88;73,51;12,49;0
1;2026-01-01 16:37:00;1797,86;2,758;75,12;11,45;0
1;2026-01-01 16:38:00;1805,73;3,062;73,56;12,14;0
1;2026-01-01 16:39:00;1831,94;2,852;78,48;12,34;0
1;2026-01-01 16:40:00;1816,17;3,145;76,45;12,83;0
1;2026-01-01 16:41:00;1824,6;3,026;72,11;12,22;0
1;2026-01-01 16:42:00;1832,85;3,267;72,08;12,48;0
1;2026-01-01 16:43:00;1806,72;2,802;74,05;12,05;0
1;2026-01-01 16:44:00;1835;3,02;70,78;12,89;0
1;2026-01-01 16:45:00;1825,56;2,535;75,79;13,04;0
1;2026-01-01 16:46:00;1785,22;2,418;73,78;13,03;0
1;2026-01-01 16:47:00;1852,15;3,341;73,52;12,8;0
1;2026-01-01 16:48:00;1803,57;2,745;74,6;11,86;0
1;2026-01-01 16:49:00;1774,72;2,98;77,19;12,42;0
1;2026-01-01 16:50:00;1789,97;2,708;73,31;12,55;0
1;2026-01-01 16:51:00;1790,57;2,424;72,6;12,55;0
1;2026-01-01 16:52:00;1817,4;2,663;76,65;12,83;0
1;2026-01-01 16:53:00;1809,25;3,233;75,3;13,64;0
1;2026-01-01 16:54:00;1807,67;2,88;72,08;13,28;0
1;2026-01-01 16:55:00;1831,59;1,974;72,89;12,2;0
1;2026-01-01 16:56:00;1824,59;2,572;73,37;13,2;0
1;2026-01-01 16:57:00;1823,99;3,371;73,78;13,17;0
1;2026-01-01 16:58:00;1826,34;2,573;69,49;12,31;0
1;2026-01-01 16:59:00;1831,5;1,938;69,02;13,3;0
1;2026-01-01 17:00:00;1763,39;3,416;70,66;12,69;0
1;2026-01-01 17:01:00;1806,98;2,931;70,47;11,94;0
1;2026-01-01 17:02:00;1761,59;2,63;71,27;13,06;0
1;2026-01-01 17:03:00;1816,99;2,51;74,47;12,92;0
1;2026-01-01 17:04:00;1815,98;3,091;72,46;12,65;0
1;2026-01-01 17:05:00;1807,81;2,849;73,37;12,96;0
1;2026-01-01 17:06:00;1807,68;3,569;69,82;12,57;0
1;2026-01-01 17:07:00;1779,37;3,37;71,72;13,39;0
1;2026-01-01 17:08:00;1758,1;3,295;74,35;13,02;0
1;2026-01-01 17:09:00;1779,05;3,299;74,37;13,16;0
1;2026-01-01 17:10:00;1750,04;3,214;71,07;13,3;0
1;2026-01-01 17:11:00;1759,51;3,746;73,28;12,41;0
1;2026-01-01 17:12:00;1780,51;3,025;78,38;12,59;0
1;2026-01-01 17:13:00;1738,23;2,766;72,83;11,82;0
1;2026-01-01 17:14:00;1768,63;3,705;71,15;13,51;0
1;2026-01-01 17:15:00;1761,73;3,755;72,44;12,46;0
1;2026-01-01 17:16:00;1717,24;3,738;73,11;13,29;0
1;2026-01-01 17:17:00;1761,77;3,753;72,5;13,45;0
1;2026-01-01 17:18:00;1751,2;3,505;72,8;13,61;0
1;2026-01-01 17:19:00;1732,59;3,992;69,27;12,55;0
1;2026-01-01 17:20:00;1707,3;3,703;70,47;13,25;0
1;2026-01-01 17:21:00;1701,19;3,57;72,51;14,31;0
1;2026-01-01 17:22:00;1705,54;3,683;72,47;14,36;0
1;2026-01-01 17:23:00;1728,86;4,66;71,46;13,95;0
1;2026-01-01 17:24:00;1687,72;3,201;72,44;13,58;0
1;2026-01-01 17:25:00;1718,86;4,139;73,03;12,79;0
1;2026-01-01 17:26:00;1673,19;3,311;75,1;13,85;0
1;2026-01-01 17:27:00;1695,44;3,983;72,63;13,34;0
1;2026-01-01 17:28:00;1699,6;3,897;73,88;13,79;0
1;2026-01-01 17:29:00;1754,3;3,28;71,52;13,1;0
1;2026-01-01 17:30:00;1655,05;4,313;74,31;13,39;0
1;2026-01-01 17:31:00;1722,59;4,049;73,82;13,62;0
1;2026-01-01 17:32:00;1685,85;3,405;75,04;13,69;0
1;2026-01-01 17:33:00;1688,7;4,624;74,66;13,86;0
1;2026-01-01 17:34:00;1677,69;4,906;74,35;13,23;3
1;2026-01-01 17:35:00;1682,16;4,972;72,63;12,79;3
1;2026-01-01 17:36:00;1663,51;4,563;73,49;14,6;3
1;2026-01-01 17:37:00;1700,02;4,482;75,54;15,14;3
1;2026-01-01 17:38:00;1648,57;5,038;71,25;13,93;3
1;2026-01-01 17:39:00;1684,6;5,223;71,31;12,89;3
1;2026-01-01 17:40:00;1636,49;5,048;73,33;13,24;3
1;2026-01-01 17:41:00;1647,41;4,261;73,92;14,03;3
1;2026-01-01 17:42:00;1618,43;4,762;70,82;14,55;3
1;2026-01-01 17:43:00;1652,91;4,901;72,69;13,04;3
1;2026-01-01 17:44:00;1673,98;4,045;72,64;13,71;3
1;2026-01-01 17:45:00;1632,23;5;67,34;13,92;3
1;2026-01-01 17:46:00;1625,55;5,765;72,33;14,35;3
1;2026-01-01 17:47:00;1598,92;5,156;72,49;13,64;3
1;2026-01-01 17:48:00;1617,37;5,533;72,48;12,93;3
1;2026-01-01 17:49:00;1579,59;5,06;76,42;14,26;3
1;2026-01-01 17:50:00;1592,9;5,001;69,84;14,58;3
1;2026-01-01 17:51:00;1617,71;5,227;70,82;13,88;3
1;2026-01-01 17:52:00;1641,32;4,792;66,35;14,19;3
1;2026-01-01 17:53:00;1674,89;4,776;71,68;13,69;3
1;2026-01-01 17:54:00;1586,31;5,712;71,89;13,48;3
1;2026-01-01 17:55:00;1633,17;5,798;71,6;14,63;3
1;2026-01-01 17:56:00;1599,69;4,896;75,65;14,27;3
1;2026-01-01 17:57:00;1586,13;5,724;75,03;14,35;3
1;2026-01-01 17:58:00;1597,04;5,345;73,07;14,98;3
1;2026-01-01 17:59:00;1584,08;5,56;71,95;13,46;3
1;2026-01-01 18:00:00;1581,61;5,651;75,44;13,78;3
1;2026-01-01 18:01:00;1564,95;5,909;72,83;14,23;3
1;2026-01-01 18:02:00;1536,52;5,588;70,83;13,82;3
1;2026-01-01 18:03:00;1529,19;6,162;68,59;14,65;3
1;2026-01-01 18:04:00;1580,43;5,766;71,78;14,09;3
1;2026-01-01 18:05:00;1553,49;5,935;74,77;13,62;3
1;2026-01-01 18:06:00;1541,82;5,396;78,57;14,28;3
1;2026-01-01 18:07:00;1553,24;6,637;73,03;14,36;3
1;2026-01-01 18:08:00;1569,22;6,005;70,97;14,84;3
1;2026-01-01 18:09:00;1550,17;6,146;69,92;14,54;3
1;2026-01-01 18:10:00;1525,57;5,261;74,26;14,6;3
1;2026-01-01 18:11:00;1568,94;5,619;68,47;14,54;3
1;2026-01-01 18:12:00;1574,07;6,487;74,25;14,25;3
1;2026-01-01 18:13:00;1543,27;6,15;74,92;13,95;3
1;2026-01-01 18:14:00;1551,56;5,313;73,97;14,58;3
1;2026-01-01 18:15:00;1554,58;6,538;72,33;14,23;3
1;2026-01-01 18:16:00;1548,09;5,949;74,29;15,46;3
1;2026-01-01 18:17:00;1531,51;6,774;73,31;15,27;3
1;2026-01-01 18:18:00;1527,43;6,218;70,93;14,87;3
1;2026-01-01 18:19:00;1521,77;6,379;77,5;14,73;3
1;2026-01-01 18:20:00;1477,66;6,812;72;14,48;3
1;2026-01-01 18:21:00;1518,92;6,025;74,82;13,79;3
1;2026-01-01 18:22:00;1463,82;6,031;66,83;14,44;3
1;2026-01-01 18:23:00;1474,16;6,393;76,07;14,65;3
1;2026-01-01 18:24:00;1522,93;6,846;76,55;14,75;3
1;2026-01-01 18:25:00;1507,66;6,027;72,95;14,91;3
1;2026-01-01 18:26:00;1520,15;5,935;74,28;15,2;3
1;2026-01-01 18:27:00;1472,48;6,976;74,28;14,26;3
1;2026-01-01 18:28:00;1446,78;6,449;71,27;14,28;3
1;2026-01-01 18:29:00;1465,89;6,577;74,25;15,58;3
1;2026-01-01 18:30:00;1818,64;1,916;70,86;13,25;0
1;2026-01-01 18:31:00;1818,07;2,387;71,36;12,56;0
1;2026-01-01 18:32:00;1844,44;2,655;75,7;12,73;0
1;2026-01-01 18:33:00;1807,06;3,03;75,32;12,73;0
1;2026-01-01 18:34:00;1824,89;2,35;71,11;12,81;0
1;2026-01-01 18:35:00;1791,38;3,321;71,05;13,07;0
1;2026-01-01 18:36:00;1827,35;2,384;71,26;14,31;0
1;2026-01-01 18:37:00;1816,17;2,385;74,71;12,9;0
1;2026-01-01 18:38:00;1797,35;3,273;70,38;13,19;0
1;2026-01-01 18:39:00;1810,2;2,743;73,77;11,78;0
1;2026-01-01 18:40:00;1811,49;2,438;74,75;12,5;0
1;2026-01-01 18:41:00;1809,34;2,596;72,66;13,53;0
1;2026-01-01 18:42:00;1860,38;3,2;75,4;13,03;0
1;2026-01-01 18:43:00;1813,63;3,245;72,12;10,16;0
1;2026-01-01 18:44:00;1810;2,332;72,34;13,19;0
1;2026-01-01 18:45:00;1763,66;2,641;70,44;13,94;0
1;2026-01-01 18:46:00;1793,74;2,694;75,42;11,59;0
1;2026-01-01 18:47:00;1809,52;2,264;70,96;13,7;0
1;2026-01-01 18:48:00;1798,95;2,636;73,75;11,13;0
1;2026-01-01 18:49:00;1850,64;2,66;72,7;13,35;0
1;2026-01-01 18:50:00;1811,97;3,114;70,25;12,78;0
1;2026-01-01 18:51:00;1848,3;3,141;71,36;11,38;0
1;2026-01-01 18:52:00;1817,64;2,527;76,34;13,06;0
1;2026-01-01 18:53:00;1817,02;2,573;73,38;13,48;0
1;2026-01-01 18:54:00;1813,87;2,924;70,36;13,01;0
1;2026-01-01 18:55:00;1816,19;2,424;73,64;13,14;0
1;2026-01-01 18:56:00;1859,06;2,894;72,51;12,54;0
1;2026-01-01 18:57:00;1758,1;2,623;81,51;11,67;0
1;2026-01-01 18:58:00;1766,05;2,271;73,59;13,2;0
1;2026-01-01 18:59:00;1802,51;2,276;71,93;13,84;0
1;2026-01-01 19:00:00;1816,46;3,237;76,43;13,47;0
1;2026-01-01 19:01:00;1833,35;2,596;68,28;11,6;0
1;2026-01-01 19:02:00;1827,92;3,314;73,11;11,88;0
1;2026-01-01 19:03:00;1806,49;2,453;77,87;12,28;0
1;2026-01-01 19:04:00;1841,57;2,775;72,59;11,83;0
1;2026-01-01 19:05:00;1841,85;3,615;68,55;12,82;0
1;2026-01-01 19:06:00;1820,69;2,235;71,89;13,03;0
1;2026-01-01 19:07:00;1840,16;1,899;76,52;11,93;0
1;2026-01-01 19:08:00;1822,91;3,173;73,82;13,26;0
1;2026-01-01 19:09:00;1802,06;2,328;70,78;13,15;0
1;2026-01-01 19:10:00;1833,54;2,65;71,17;12,46;0
1;2026-01-01 19:11:00;1818,86;2,424;71,48;12,69;0
1;2026-01-01 19:12:00;1816,13;2,766;73,78;11,62;0
1;2026-01-01 19:13:00;1852,92;2,278;76,22;12,59;0
1;2026-01-01 19:14:00;1754,82;2,586;75,51;12,79;0
1;2026-01-01 19:15:00;1780,65;2,838;74,02;12,89;0
1;2026-01-01 19:16:00;1786,42;2,255;69,55;13,02;0
1;2026-01-01 19:17:00;1807,01;2,378;69,56;12,94;0
1;2026-01-01 19:18:00;1809,73;2,519;74,21;12,63;0
1;2026-01-01 19:19:00;1778,41;2,087;69,52;12,96;0
1;2026-01-01 19:20:00;1791,46;2,489;72,32;13,39;0
1;2026-01-01 19:21:00;1794,57;2,706;73,64;12,73;0
1;2026-01-01 19:22:00;1877,53;2,498;70,03;12,98;0
1;2026-01-01 19:23:00;1861,14;2,55;70,32;12,68;0
1;2026-01-01 19:24:00;1805,8;2,65;72,64;12,4;0
1;2026-01-01 19:25:00;1807;2,396;74,14;13,1;0
1;2026-01-01 19:26:00;1787,36;2,935;75,53;12,46;0
1;2026-01-01 19:27:00;1768,39;3,233;74,4;13,02;0
1;2026-01-01 19:28:00;1813,17;2,473;73,06;12,81;0
1;2026-01-01 19:29:00;1791,15;2,852;71,01;12,61;0
1;2026-01-01 19:30:00;1813,97;2,562;70,2;12,59;0
1;2026-01-01 19:31:00;1776,09;2,805;71,6;12,48;0
1;2026-01-01 19:32:00;1801,62;3,865;73,9;11,8;0
1;2026-01-01 19:33:00;1820,13;3,524;73,72;13,02;0
1;2026-01-01 19:34:00;1818,58;2,693;67,63;12,93;0
1;2026-01-01 19:35:00;1818,17;3,665;70,91;13,3;0
1;2026-01-01 19:36:00;1792,7;4,059;75,89;12,47;0
1;2026-01-01 19:37:00;1822,02;3,558;73,08;13,93;0
1;2026-01-01 19:38:00;1807,86;4,127;69,34;12,56;0
1;2026-01-01 19:39:00;1829,95;3,534;78,77;12,26;0
1;2026-01-01 19:40:00;1814,61;3,298;72,81;12,19;0
1;2026-01-01 19:41:00;1758,46;4,03;73,84;11,75;0
1;2026-01-01 19:42:00;1806,07;3,353;73,88;13,71;0
1;2026-01-01 19:43:00;1834,6;4,041;71,96;13,61;0
1;2026-01-01 19:44:00;1809,87;4,733;71,06;13,15;0
1;2026-01-01 19:45:00;1821,03;3,536;78,18;12,25;0
1;2026-01-01 19:46:00;1855,97;3,87;75,39;13,88;0
1;2026-01-01 19:47:00;1829,27;4,051;74,93;12,58;0
1;2026-01-01 19:48:00;1826,34;4,52;74,32;12,63;0
1;2026-01-01 19:49:00;1790,04;4,48;70,37;13,65;0
1;2026-01-01 19:50:00;1871,78;5,268;76,07;13,18;0
1;2026-01-01 19:51:00;1900,78;5,172;70,77;14,11;0
1;2026-01-01 19:52:00;1818,33;5,07;73,59;12,94;0
1;2026-01-01 19:53:00;1802,18;5,011;68,78;12,55;0
1;2026-01-01 19:54:00;1845,81;5,192;67,78;12,42;1
1;2026-01-01 19:55:00;1773,48;4,772;73,67;11,68;1
1;2026-01-01 19:56:00;1775,08;5,541;70,86;12,62;1
1;2026-01-01 19:57:00;1818,67;4,835;67,91;13,48;1
1;2026-01-01 19:58:00;1804,05;5,695;74,23;13,15;1
1;2026-01-01 19:59:00;1835,33;5,917;78,18;12,8;1
1;2026-01-01 20:00:00;1863,02;5,609;76,35;12,19;1
1;2026-01-01 20:01:00;1797,35;5,536;72,24;12,93;1
1;2026-01-01 20:02:00;1756,19;5,848;72,9;13,4;1
1;2026-01-01 20:03:00;1750,86;4,625;75,1;13,05;1
1;2026-01-01 20:04:00;1898,76;5,972;75,68;12,89;1
1;2026-01-01 20:05:00;1821,51;5,887;72,02;12,31;1
1;2026-01-01 20:06:00;1868,68;5,994;72,96;13,31;1
1;2026-01-01 20:07:00;1784,91;6,379;73,63;10,91;1
1;2026-01-01 20:08:00;1841,66;6,148;74,26;13,02;1
1;2026-01-01 20:09:00;1792,36;5,803;72,55;14,33;1
1;2026-01-01 20:10:00;1721,92;6,284;72,58;11,88;1
1;2026-01-01 20:11:00;1766,04;6,45;76,33;12,64;1
1;2026-01-01 20:12:00;1723,25;6,55;75,9;12,78;1
1;2026-01-01 20:13:00;1840,6;6,651;74,07;12,51;1
1;2026-01-01 20:14:00;1782,22;7,083;77,18;13,41;1
1;2026-01-01 20:15:00;1876,47;6,315;71,91;13,07;1
1;2026-01-01 20:16:00;1791,83;6,901;76,94;12,88;1
1;2026-01-01 20:17:00;1802,11;7,428;74,24;13,27;1
1;2026-01-01 20:18:00;1815,89;6,3;81,06;12,8;1
1;2026-01-01 20:19:00;1885,93;7,148;69,9;14,7;1
1;2026-01-01 20:20:00;1769,36;6,923;71,16;12,88;1
1;2026-01-01 20:21:00;1787,98;7,091;73,93;12,91;1
1;2026-01-01 20:22:00;1841,8;6,959;73,87;11,76;1
1;2026-01-01 20:23:00;1826,14;7,334;77,75;12,46;1
1;2026-01-01 20:24:00;1912,02;8,22;71,21;13,48;1
1;2026-01-01 20:25:00;1848,19;7,06;75,14;11,99;1
1;2026-01-01 20:26:00;1835,56;7,179;75,79;11,49;1
1;2026-01-01 20:27:00;1825,72;7,208;74,64;12,81;1
1;2026-01-01 20:28:00;1725,09;8,501;70,48;13,61;1
1;2026-01-01 20:29:00;1766,15;7,707;76,4;12,81;1
1;2026-01-01 20:30:00;1764,72;7,963;75,95;12,59;1
1;2026-01-01 20:31:00;1721,97;7,894;74,38;11,67;1
1;2026-01-01 20:32:00;1861,8;7,759;73,39;13,06;1
1;2026-01-01 20:33:00;1847,03;8,124;73,44;13,19;1
1;2026-01-01 20:34:00;1836,18;9,283;72,68;11,72;1
1;2026-01-01 20:35:00;1701,52;8,939;74,48;13,47;1
1;2026-01-01 20:36:00;1971,35;8,122;72,96;13,25;1
1;2026-01-01 20:37:00;1791,06;2,917;70,76;13,47;0
1;2026-01-01 20:38:00;1858,18;2,326;70,26;13,14;0
1;2026-01-01 20:39:00;1802,82;1,948;71;13,18;0
1;2026-01-01 20:40:00;1842,22;3,066;73,43;13,1;0
1;2026-01-01 20:41:00;1817,79;3,122;72,81;13,31;0
1;2026-01-01 20:42:00;1805,79;3,077;73,42;11,7;0
1;2026-01-01 20:43:00;1770,9;2,47;74,13;11,89;0
1;2026-01-01 20:44:00;1811,8;2,592;71,31;12,35;0
1;2026-01-01 20:45:00;1777,11;2,958;76,54;12,71;0
1;2026-01-01 20:46:00;1840,28;2,815;72,21;13,02;0
1;2026-01-01 20:47:00;1854,01;2,501;71,8;12,98;0
1;2026-01-01 20:48:00;1796,17;2,011;74,08;13,46;0
1;2026-01-01 20:49:00;1823,64;2,704;68,29;13,48;0
1;2026-01-01 20:50:00;1797,96;3,09;70,9;12,27;0
1;2026-01-01 20:51:00;1800,38;2,179;75,33;12,93;0
1;2026-01-01 20:52:00;1835,46;2,914;68,54;12,28;0
1;2026-01-01 20:53:00;1815,13;2,791;75,67;12,68;0
1;2026-01-01 20:54:00;1859,58;2,958;76,66;12,98;0
1;2026-01-01 20:55:00;1804,04;3,007;71,96;10,74;0
1;2026-01-01 20:56:00;1841,08;2,381;73,61;14,24;0
1;2026-01-01 20:57:00;1818,53;2,012;75,68;13,13;0
1;2026-01-01 20:58:00;1835,99;2,445;71,71;12,43;0
1;2026-01-01 20:59:00;1804,91;3,014;75,05;13,95;0
1;2026-01-01 21:00:00;1814,85;2,442;71,2;12,58;0
1;2026-01-01 21:01:00;1813,21;2,381;71,68;12,87;0
1;2026-01-01 21:02:00;1795,19;1,93;70,88;12,5;0
1;2026-01-01 21:03:00;1832,65;3,359;73,74;13,78;0
1;2026-01-01 21:04:00;1832,35;2,989;75,77;12,73;0
1;2026-01-01 21:05:00;1830,93;2,966;72,42;12,88;0
1;2026-01-01 21:06:00;1854,52;3,045;69,7;13,51;0
1;2026-01-01 21:07:00;1852,33;2,889;70,17;13,14;0
1;2026-01-01 21:08:00;1806,72;2,561;73,87;12,76;0
1;2026-01-01 21:09:00;1825,42;2,593;77,49;13,46;0
1;2026-01-01 21:10:00;1800,5;2,487;73,86;14,31;0
1;2026-01-01 21:11:00;1816,68;3,712;71,91;12,98;0
1;2026-01-01 21:12:00;1801,1;2,881;74,79;12,86;0
1;2026-01-01 21:13:00;1856,6;2,473;72,28;12,89;0
1;2026-01-01 21:14:00;1825,19;2,845;71,93;13,58;0
1;2026-01-01 21:15:00;1810,64;2,254;70,48;12,43;0
1;2026-01-01 21:16:00;1845,93;3,26;76,4;12,62;0
1;2026-01-01 21:17:00;1761,83;2,394;66,53;11,87;0
1;2026-01-01 21:18:00;1765,74;2,859;74,87;12,08;0
1;2026-01-01 21:19:00;1835,99;3,085;71,72;12,48;0
1;2026-01-01 21:20:00;1817,61;2,812;71,85;12,76;0
1;2026-01-01 21:21:00;1822,35;2,696;77,11;13,85;0
1;2026-01-01 21:22:00;1782,93;2,663;71,09;13,11;0
1;2026-01-01 21:23:00;1815,51;2,636;71,18;12,24;0
1;2026-01-01 21:24:00;1866,18;2,428;72,55;12,35;0
1;2026-01-01 21:25:00;1836,7;2,479;73,91;13,61;0
1;2026-01-01 21:26:00;1820,34;3,25;71,77;13,47;0
1;2026-01-01 21:27:00;1805,12;2,615;68,94;12,81;0
1;2026-01-01 21:28:00;1806,23;2,344;70,71;12,52;0
1;2026-01-01 21:29:00;1762,86;2,452;76,08;13,46;0
1;2026-01-01 21:30:00;1822,53;3,098;73,07;12,19;0
1;2026-01-01 21:31:00;1837,23;2,929;74,01;13,02;0
1;2026-01-01 21:32:00;1776,7;2,882;72,23;14,15;0
1;2026-01-01 21:33:00;1799,56;2,555;71,23;12,91;0
1;2026-01-01 21:34:00;1787,16;2,888;77,07;12,32;0
1;2026-01-01 21:35:00;1791,96;2,401;72,41;13,04;0
1;2026-01-01 21:36:00;1817,43;2,554;71,77;12,51;0
1;2026-01-01 21:37:00;1763,98;3,046;75,62;11,95;0
1;2026-01-01 21:38:00;1831,45;3,008;71,07;13,21;0
1;2026-01-01 21:39:00;1834,94;2,266;71,39;13,46;0
1;2026-01-01 21:40:00;1809,82;2,316;72,9;12,6;0
1;2026-01-01 21:41:00;1754,08;2,702;72,88;12,56;0
1;2026-01-01 21:42:00;1791,18;3,349;73,53;12,21;0
1;2026-01-01 21:43:00;1846,92;1,892;78,11;12,7;0
1;2026-01-01 21:44:00;1746,64;2,77;73,72;12,45;0
1;2026-01-01 21:45:00;1807,41;2,108;66,93;12,18;0
1;2026-01-01 21:46:00;1786,59;2,405;73,69;13,92;0
1;2026-01-01 21:47:00;1836,21;2,513;72,97;13,07;0
1;2026-01-01 21:48:00;1799,22;2,49;72,99;13,13;0
1;2026-01-01 21:49:00;1826,19;2,445;73,49;13,32;0
1;2026-01-01 21:50:00;1830,23;2,661;72,81;13,25;0
1;2026-01-01 21:51:00;1862;2,444;72,75;12,54;0
1;2026-01-01 21:52:00;1811,02;2,073;74,41;12,95;0
1;2026-01-01 21:53:00;1825,49;2,97;71,52;12,63;0
1;2026-01-01 21:54:00;1778,97;2,959;70,51;13,05;0
1;2026-01-01 21:55:00;1845,85;2,996;80,44;12,99;0
1;2026-01-01 21:56:00;1797,08;2,042;71,09;12,56;0
1;2026-01-01 21:57:00;1802,07;2,778;73,13;11,99;0
1;2026-01-01 21:58:00;1815,54;2,929;69,14;12,88;0
1;2026-01-01 21:59:00;1777,02;2,246;73,17;12,67;0
1;2026-01-01 22:00:00;1821,81;2,662;70,55;11,66;0
1;2026-01-01 22:01:00;1840,28;2,612;71,77;13,09;0
1;2026-01-01 22:02:00;1823,42;3,395;75,49;13,37;0
1;2026-01-01 22:03:00;1776,37;3,428;74,06;14,31;0
1;2026-01-01 22:04:00;1813;1,993;74,3;12,55;0
1;2026-01-01 22:05:00;1834,64;3,656;68,45;12,47;0
1;2026-01-01 22:06:00;1769,14;2,292;77,47;12,12;0
1;2026-01-01 22:07:00;1789,22;3,051;69,9;12,91;0
1;2026-01-01 22:08:00;1838,01;3,047;76,7;12,91;0
1;2026-01-01 22:09:00;1822,85;2,26;75,43;12,3;0
1;2026-01-01 22:10:00;1826,39;2,856;74,32;12,68;0
1;2026-01-01 22:11:00;1862,58;2,615;70,74;11,6;0
1;2026-01-01 22:12:00;1827,81;2,88;73,26;13,35;0
